ground-truth,zero-shot-p_pos,zero-shot-p_neg,1st-self-one-shot-p_pos,1st-self-one-shot-p_neg,2nd-self-one-shot-p_pos,2nd-self-one-shot-p_neg
0,0.0017684090416878462,0.0009985929355025291,0.3186418116092682,0.4092448651790619,0.4009719491004944,0.23367351293563843
1,0.0037283003330230713,0.0002714444126468152,0.5865001082420349,0.1802327036857605,0.5770034193992615,0.13378749787807465
1,0.005561903119087219,0.0008990266942419112,0.30595704913139343,0.36549636721611023,0.36651623249053955,0.11396048963069916
1,0.0008613649988546968,0.00017080354155041277,0.5466388463973999,0.24376124143600464,0.4771331548690796,0.1466960459947586
0,0.01695363223552704,0.0019212568877264857,0.33311060070991516,0.2752121686935425,0.32546383142471313,0.13777615129947662
1,0.0019353622337803245,0.000437763927038759,0.3747521638870239,0.34623727202415466,0.3917985260486603,0.11182604730129242
0,0.0100491838529706,0.0023348769173026085,0.45385533571243286,0.24103869497776031,0.3523918390274048,0.2097720056772232
0,0.012018452398478985,0.003665905212983489,0.3342590630054474,0.3191600441932678,0.3325541615486145,0.1444145143032074
1,0.009881271980702877,0.0009973108535632491,0.5205742120742798,0.2180575430393219,0.44192174077033997,0.17964120209217072
1,0.009038101881742477,0.001233670162037015,0.28644371032714844,0.25730061531066895,0.21211086213588715,0.08167540282011032
0,0.005696387030184269,0.0036932993680238724,0.36021679639816284,0.28953590989112854,0.3643348813056946,0.1831706166267395
1,0.003883583005517721,0.0002955350500997156,0.4574129581451416,0.22757455706596375,0.37758269906044006,0.13979344069957733
1,0.0033637764863669872,0.0010350503725931048,0.18753553926944733,0.36811357736587524,0.20924998819828033,0.050123464316129684
1,0.013887225650250912,0.0034093523863703012,0.1220192238688469,0.3774394094944,0.11451435089111328,0.03956476226449013
0,0.0006506417412310839,0.0008169616921804845,0.1940237432718277,0.3512013256549835,0.2791595458984375,0.12045979499816895
1,0.002373157301917672,0.0002745900710579008,0.5791086554527283,0.17711558938026428,0.4232359230518341,0.15416257083415985
1,0.006609069183468819,0.0009855666430667043,0.4525679647922516,0.24580152332782745,0.4217025339603424,0.1725720912218094
1,0.0039025445003062487,0.0013569006696343422,0.17960569262504578,0.27325236797332764,0.16757634282112122,0.041655365377664566
0,0.002825598930940032,0.0004518803034443408,0.336899071931839,0.2869252860546112,0.2584141790866852,0.12839680910110474
1,0.0006858140113763511,0.00010546883277129382,0.4086613655090332,0.2951851487159729,0.43365198373794556,0.14155587553977966
0,0.003674333216622472,0.0019000854808837175,0.31210386753082275,0.3900115191936493,0.31014004349708557,0.10612272471189499
1,0.007335417903959751,0.00217685685493052,0.3671235740184784,0.2638276517391205,0.2864255905151367,0.10681375861167908
1,0.014160862192511559,0.0019364665495231748,0.3879733681678772,0.300789475440979,0.36477187275886536,0.1492793709039688
0,0.0018672669539228082,0.004662156570702791,0.19373008608818054,0.4421612322330475,0.20212118327617645,0.19118079543113708
1,0.002636535558849573,0.0006421385915018618,0.38681894540786743,0.3163631558418274,0.2987339496612549,0.16780005395412445
0,0.007221500389277935,0.0038743920158594847,0.14215609431266785,0.3231431841850281,0.17402024567127228,0.04918329790234566
0,0.0027329616714268923,0.001161649008281529,0.361775279045105,0.2961164116859436,0.3403054475784302,0.16837763786315918
1,0.008301195688545704,0.00429851608350873,0.1293606013059616,0.18720173835754395,0.06550505757331848,0.033071134239435196
0,0.020476587116718292,0.006499690003693104,0.2657143771648407,0.263043075799942,0.15088561177253723,0.04360217601060867
1,0.01179574802517891,0.0008177387062460184,0.391772598028183,0.29433807730674744,0.3396795094013214,0.09237343817949295
1,0.0061394269578158855,0.0011381554650142789,0.5463094115257263,0.23692844808101654,0.4327942132949829,0.30158257484436035
0,0.002254139631986618,0.0009204020025208592,0.2605026662349701,0.39086583256721497,0.280722051858902,0.08682185411453247
0,0.00132519262842834,0.002038676058873534,0.32086265087127686,0.34014996886253357,0.3608096241950989,0.09419456124305725
1,0.0027490362990647554,0.0010947372065857053,0.23596449196338654,0.4120178818702698,0.2732657790184021,0.1234346404671669
0,0.0014287760714069009,0.0009043008903972805,0.15961673855781555,0.24117204546928406,0.14463739097118378,0.03667683154344559
0,0.001668579294346273,0.0022210904862731695,0.26659369468688965,0.34490838646888733,0.3443508744239807,0.12147818505764008
1,0.007148854900151491,0.0007204841240309179,0.36227843165397644,0.267940491437912,0.21393531560897827,0.08871056139469147
1,0.010593819431960583,0.000660389952827245,0.45415499806404114,0.25590744614601135,0.3736826181411743,0.15431396663188934
0,0.0017773691797628999,0.00039393434417434037,0.463973730802536,0.21667946875095367,0.3009580373764038,0.13923346996307373
0,0.002654406940564513,0.0013074683956801891,0.2957940399646759,0.3976493179798126,0.4439738094806671,0.12709718942642212
0,0.0034126013051718473,0.0008598666754551232,0.3553725779056549,0.2946828007698059,0.244179829955101,0.155446857213974
1,0.002128015039488673,0.000688078929670155,0.2646290361881256,0.2880001366138458,0.16940093040466309,0.06663484871387482
1,0.019862746819853783,0.0010035526938736439,0.3026151955127716,0.2487279772758484,0.06919628381729126,0.019865691661834717
0,0.0011288812384009361,0.0015580224571749568,0.38859954476356506,0.2718069851398468,0.2778077721595764,0.20822244882583618
0,0.0035788812674582005,0.005460695363581181,0.2146616131067276,0.3946669101715088,0.3144654333591461,0.20813141763210297
0,0.004157371819019318,0.0006927992217242718,0.3142039477825165,0.3142626881599426,0.3081507086753845,0.08347038924694061
1,0.0029871107544749975,0.0005306518287397921,0.24291835725307465,0.33485156297683716,0.20229847729206085,0.04156492277979851
0,0.0021753928158432245,0.0007295842515304685,0.357520192861557,0.3680373728275299,0.4303273558616638,0.11627800762653351
0,0.01204081904143095,0.0036709222476929426,0.23971818387508392,0.303149551153183,0.1494276225566864,0.08713160455226898
0,0.004862566012889147,0.0011434874031692743,0.40531060099601746,0.2762916088104248,0.3393847346305847,0.19942040741443634
1,0.0016421149484813213,0.0001668804616201669,0.4289390742778778,0.3244704604148865,0.3584613800048828,0.26449063420295715
1,0.009073763154447079,0.0015494779217988253,0.2918628752231598,0.2588910162448883,0.24832706153392792,0.06938950717449188
0,0.01060431357473135,0.005398651119321585,0.17876893281936646,0.2988291084766388,0.1279759407043457,0.061627451330423355
1,0.004613661672919989,0.00027293479070067406,0.44035348296165466,0.2756011188030243,0.3286968171596527,0.1563703566789627
0,0.002473197178915143,0.0004978850483894348,0.3928431570529938,0.3009397089481354,0.38042765855789185,0.09568880498409271
0,0.0018112765392288566,0.0004104921827092767,0.4345830976963043,0.23765340447425842,0.29466643929481506,0.2372177392244339
0,0.002775039291009307,0.009331290610134602,0.38640618324279785,0.2817848324775696,0.3110924959182739,0.18207402527332306
1,0.005542016122490168,0.0015525975031778216,0.2894645929336548,0.26248040795326233,0.20983175933361053,0.07234708964824677
0,0.0015629318077117205,0.0008458616794086993,0.3281378149986267,0.36763715744018555,0.3683227598667145,0.11704318970441818
0,0.004453172907233238,0.0012817794922739267,0.1442520022392273,0.28626856207847595,0.12394583225250244,0.0430711954832077
1,0.0025006297510117292,0.00018753927724901587,0.470641553401947,0.23581872880458832,0.4942045211791992,0.11419083923101425
1,0.0018064118921756744,0.00022571862791664898,0.3450636565685272,0.29499101638793945,0.3625887334346771,0.1533694863319397
1,0.019125262275338173,0.0013749419013038278,0.36750394105911255,0.22384440898895264,0.4133296012878418,0.10999057441949844
0,0.010559216141700745,0.002788427984341979,0.2346019297838211,0.3421478271484375,0.21441999077796936,0.056763481348752975
1,0.004330979194492102,0.0005595870316028595,0.48529818654060364,0.24551227688789368,0.4426966905593872,0.17364926636219025
1,0.005101872608065605,0.00012905361654702574,0.4241713583469391,0.21955934166908264,0.3841070830821991,0.12765730917453766
0,0.004017426632344723,0.0006009829230606556,0.3598068058490753,0.23784340918064117,0.36869773268699646,0.1489538550376892
0,0.004109043162316084,0.0015301820822060108,0.3666800856590271,0.34119918942451477,0.41839131712913513,0.20933885872364044
1,0.0039013319183140993,0.0007133382605388761,0.42506444454193115,0.24274198710918427,0.4036617577075958,0.17094038426876068
1,0.035990241914987564,0.0038243497256189585,0.6127555966377258,0.1990884393453598,0.3026769757270813,0.20512928068637848
1,0.00884554348886013,0.0004810520331375301,0.33349213004112244,0.3780662417411804,0.3706595301628113,0.12862753868103027
0,0.007086894474923611,0.0020311002153903246,0.36365553736686707,0.3162837326526642,0.38477903604507446,0.10390514880418777
0,0.00104617013130337,0.000770521117374301,0.4557688534259796,0.22447563707828522,0.45962437987327576,0.17010954022407532
0,0.0019715442322194576,0.0007850879919715226,0.22067981958389282,0.36590367555618286,0.22619977593421936,0.11772461980581284
1,0.0007500484935007989,0.0001752434327499941,0.26867181062698364,0.36223387718200684,0.2386055886745453,0.07002077996730804
1,0.0036061531864106655,0.0014548222534358501,0.3375452756881714,0.2686678469181061,0.34572598338127136,0.09715335816144943
1,0.0057951947674155235,0.0006807107711210847,0.31073197722435,0.24088019132614136,0.2375830113887787,0.10765555500984192
1,0.004531244747340679,0.000997160910628736,0.2930634915828705,0.3573607802391052,0.3287818431854248,0.05815732479095459
0,0.009861135855317116,0.00335012492723763,0.3398961126804352,0.3516417145729065,0.2831782102584839,0.11991183459758759
1,0.009083510376513004,0.0008096928359009326,0.16560469567775726,0.27658554911613464,0.20475268363952637,0.04400903359055519
0,0.0007064539822749794,0.0015582118649035692,0.35829249024391174,0.3375805616378784,0.37413594126701355,0.24229584634304047
0,0.0019902228377759457,0.0010320596629753709,0.3277921676635742,0.27814507484436035,0.27185070514678955,0.09712817519903183
0,0.0020591621287167072,0.0006604447262361646,0.5466236472129822,0.27181342244148254,0.48528358340263367,0.2068425416946411
0,0.00912996381521225,0.005405683536082506,0.33327895402908325,0.3616946339607239,0.3532349169254303,0.16240277886390686
1,0.006457050796598196,0.0014246718492358923,0.32772108912467957,0.33702176809310913,0.31006813049316406,0.14257265627384186
1,0.00905698537826538,0.0022936691530048847,0.4562629461288452,0.26681026816368103,0.4260532259941101,0.20244987308979034
0,0.004158463794738054,0.005794493015855551,0.3574625849723816,0.38636142015457153,0.3825612962245941,0.10597510635852814
